screen_name;username;user_id;tweet_id;tweet_url;timestamp;timestamp_epochs;text;text_html;links;hashtags;has_media;img_urls;video_url;likes;retweets;replies;is_replied;is_reply_to;parent_tweet_id;reply_to_users
;;;;;;;;;;;;;;;;;;;;
UMMcampus;Universitas Muhammadiyah Malang | UMM;154072765;9,59346E+17;/UMMcampus/status/959346101244448769;02/02/18 08.41;1517560908;"Mengawali tahun baru Imlek yang jatuh pada 16 Februari, Universitas Muhammadiyah Malang (UMM) kembali bersinergi dengan Konsulat Jenderal Republik Rakyat Tiongkok (Konjen RRT) di Surabaya untuk menggelar Pameran Foto bertajuk ""Satu Sabuk Satu Jalan"". 

#UMMCampuspic.twitter.com/l7WsWLgA71";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Mengawali tahun baru Imlek yang jatuh pada 16 Februari, Universitas Muhammadiyah Malang (UMM) kembali bersinergi dengan Konsulat Jenderal Republik Rakyat Tiongkok (Konjen RRT) di Surabaya untuk menggelar Pameran Foto bertajuk ""Satu Sabuk Satu Jalan"". 

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UMMCampus?src=hash""><s>#</s><b>UMMCampus</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/l7WsWLgA71"">pic.twitter.com/l7WsWLgA71</a></p>";[];['UMMCampuspic'];TRUE;['https://pbs.twimg.com/media/DVBHUfFV4AIIeHI.jpg'];;7;1;1;TRUE;FALSE;;[]
;;;;;;;;;;;;;;;;;;;;
UMMcampus;Universitas Muhammadiyah Malang | UMM;154072765;9,58654E+17;/UMMcampus/status/958653942216327168;31/01/18 10.51;1517395885;"Nanti malam belum ada kegiatan? Daripada bingung mau ngapain, mendingan ikut Salat Gerhana Bulan yuk!
.
Rabu, 31 Januari 2018
19.30 WIB
Masjid A. R. Fachruddin Universitas Muhammadiyah Malang

Imam: Ust. Eriton
Khotib: Ust. Ahmad Fathoni, Lc., MA.

#UMMCampuspic.twitter.com/JM9phvNYYq";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Nanti malam belum ada kegiatan? Daripada bingung mau ngapain, mendingan ikut Salat Gerhana Bulan yuk!
.
<img alt=""📅"" aria-label=""Emoji: Kalender"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f4c5.png"" title=""Kalender""/>Rabu, 31 Januari 2018
<img alt=""🕣"" aria-label=""Emoji: Gambar jam pukul 8.30"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f563.png"" title=""Gambar jam pukul 8.30""/>19.30 WIB
<img alt=""🕌"" aria-label=""Emoji: Masjid"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f54c.png"" title=""Masjid""/>Masjid A. R. Fachruddin Universitas Muhammadiyah Malang

Imam: Ust. Eriton
Khotib: Ust. Ahmad Fathoni, Lc., MA.

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UMMCampus?src=hash""><s>#</s><b>UMMCampus</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/JM9phvNYYq"">pic.twitter.com/JM9phvNYYq</a></p>";[];['UMMCampuspic'];TRUE;['https://pbs.twimg.com/media/DU3SrW2VQAUg_Iz.jpg'];;6;2;0;FALSE;FALSE;;[]
;;;;;;;;;;;;;;;;;;;;
UMMcampus;Universitas Muhammadiyah Malang | UMM;154072765;9,58289E+17;/UMMcampus/status/958288947213352960;30/01/18 10.41;1517308863;"Pada #HariPahlawan di tahun 2017, kami mengapresiasi pahlawan #DiBalikBesarnyaUMM. Mereka adalah petugas kebersihan, muadzin, dan petugas keamanan di UMM.
Sudah siap menjadi bagian dari UMM Hero? Siapa ya the next UMM Hero? Selengkapnya di sini: https://youtu.be/KNJkNRbA-QY 
#UMMCampus";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Pada <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HariPahlawan?src=hash""><s>#</s><b>HariPahlawan</b></a> di tahun 2017, kami mengapresiasi pahlawan <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/DiBalikBesarnyaUMM?src=hash""><s>#</s><b>DiBalikBesarnyaUMM</b></a>. Mereka adalah petugas kebersihan, muadzin, dan petugas keamanan di UMM.
Sudah siap menjadi bagian dari UMM Hero? Siapa ya the next UMM Hero? Selengkapnya di sini: <a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/KNJkNRbA-QY"" dir=""ltr"" href=""https://t.co/cExgLb1Zz3"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/KNJkNRbA-QY""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/KNJkNRbA-QY</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UMMCampus?src=hash""><s>#</s><b>UMMCampus</b></a></p>";['https://youtu.be/KNJkNRbA-QY'];['HariPahlawan', 'DiBalikBesarnyaUMM', 'UMMCampus'];FALSE;[];;6;2;0;FALSE;FALSE;;[]
;;;;;;;;;;;;;;;;;;;;
opier_sa;opier;261677279;9,58249E+17;/opier_sa/status/958248591146889216;30/01/18 08.00;1517299242;"Mohon teman2 bantu di tag /share.
Jika menemukan STNK. vario

NAMA PEMILIK: ZULAIHAH
WARNA KB: VIOLET SILVER
TAHUN/ CC: 2010/108

Kemukinan jatuh : UMM3, Jetis atau Tirto.

[WA: 085816616296]
[FB: Iskandar Muda
@MalangStudent @UMMcampus @infomalangraya";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Mohon teman2 bantu di tag /share.
Jika menemukan STNK. vario

NAMA PEMILIK: ZULAIHAH
WARNA KB: VIOLET SILVER
TAHUN/ CC: 2010/108

Kemukinan jatuh : UMM3, Jetis atau Tirto.

[WA: 085816616296]
[FB: Iskandar Muda
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2274188694"" dir=""ltr"" href=""/MalangStudent""><s>@</s><b>MalangStudent</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""154072765"" dir=""ltr"" href=""/UMMcampus""><s>@</s><b><strong>UMMcampus</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1030429580559937542"" dir=""ltr"" href=""/infomalangraya""><s>@</s><b>infomalangraya</b></a></p>";[];[];FALSE;[];;0;1;0;FALSE;FALSE;;[]
;;;;;;;;;;;;;;;;;;;;
UMMcampus;Universitas Muhammadiyah Malang | UMM;154072765;9,58195E+17;/UMMcampus/status/958195147023400961;30/01/18 04.28;1517286500;"Setelah kemarin Universitas Muhammadiyah Malang sambang Sumenep dlm rangka promosi penerimaan mahasiswa baru, selama 3 hari ke depan, tim masih akan mengelilingi Madura. Kapan dan di mana aja ya? Simak jadwalnya ya!

Sampai jumpa di kotamu!

#UMMCampus
#mahasiswabaru
#PMBUMM2018pic.twitter.com/F8x66imIT4";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Setelah kemarin Universitas Muhammadiyah Malang sambang Sumenep dlm rangka promosi penerimaan mahasiswa baru, selama 3 hari ke depan, tim masih akan mengelilingi Madura. Kapan dan di mana aja ya? Simak jadwalnya ya!

Sampai jumpa di kotamu!

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UMMCampus?src=hash""><s>#</s><b>UMMCampus</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mahasiswabaru?src=hash""><s>#</s><b>mahasiswabaru</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PMBUMM2018?src=hash""><s>#</s><b>PMBUMM2018</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/F8x66imIT4"">pic.twitter.com/F8x66imIT4</a></p>";[];['UMMCampus', 'mahasiswabaru', 'PMBUMM2018pic'];TRUE;['https://pbs.twimg.com/media/DUwxZ_AVwAEZLz7.jpg', 'https://pbs.twimg.com/media/DUwxZ4YU8AA23IC.jpg'];;4;3;0;FALSE;FALSE;;[]
;;;;;;;;;;;;;;;;;;;;
RiskanBgt;Petani Baik;1046518274;9,57581E+17;/RiskanBgt/status/957580856725393408;28/01/18 11.47;1517140041;@UMMcampus min mau tanya cara bayar SPP dan her UMM melalui ATM BNI bagaimana? Dikarenakan di websitenya keuangan tidak tercantum;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""154072765"" dir=""ltr"" href=""/UMMcampus""><s>@</s><b><strong>UMMcampus</strong></b></a> min mau tanya cara bayar SPP dan her UMM melalui ATM BNI bagaimana? Dikarenakan di websitenya keuangan tidak tercantum</p>";[];[];FALSE;[];;0;0;0;FALSE;FALSE;;[]
;;;;;;;;;;;;;;;;;;;;
mr_hidayatulloh;m rahmat h;300721009;9,56798E+17;/mr_hidayatulloh/status/956797974973071360;26/01/18 07.56;1516953388;Mahasiswa kesayangan.. hhh..;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Mahasiswa kesayangan.. hhh..</p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;9,56502E+17;[{'screen_name': 'AkhsanFidi', 'user_id': '429550417'}, {'screen_name': 'UMMcampus', 'user_id': '154072765'}]
;;;;;;;;;;;;;;;;;;;;
AkhsanFidi;..nashkA;429550417;9,56561E+17;/AkhsanFidi/status/956560760066355201;25/01/18 16.13;1516896831;Kol bisa mat..??;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Kol bisa mat..??</p>";[];[];FALSE;[];;1;0;1;TRUE;TRUE;9,56502E+17;[{'screen_name': 'mr_hidayatulloh', 'user_id': '300721009'}, {'screen_name': 'ra_hidayatulloh', 'user_id': '944924014971052033'}, {'screen_name': 'UMMcampus', 'user_id': '154072765'}]
;;;;;;;;;;;;;;;;;;;;
RizsanJamal;Bukan Aktivist Kidal;8,23162E+17;9,56505E+17;/RizsanJamal/status/956504743408365571;25/01/18 12.31;1516883476;ih ih jahat ya si @UMMcampus ;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">ih ih jahat ya si <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""154072765"" dir=""ltr"" href=""/UMMcampus""><s>@</s><b><strong>UMMcampus</strong></b></a> <img alt=""😂"" aria-label=""Emoji: Wajah dengan air mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Wajah dengan air mata bahagia""/><img alt=""😂"" aria-label=""Emoji: Wajah dengan air mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Wajah dengan air mata bahagia""/><img alt=""😂"" aria-label=""Emoji: Wajah dengan air mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Wajah dengan air mata bahagia""/><img alt=""😂"" aria-label=""Emoji: Wajah dengan air mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Wajah dengan air mata bahagia""/><img alt=""🤣"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/><img alt=""🤣"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/><img alt=""🤣"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/><img alt=""🤣"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/></p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;9,56502E+17;[{'screen_name': 'mr_hidayatulloh', 'user_id': '300721009'}, {'screen_name': 'ra_hidayatulloh', 'user_id': '944924014971052033'}, {'screen_name': 'UMMcampus', 'user_id': '154072765'}]
;;;;;;;;;;;;;;;;;;;;
AlbannaMH;Muhammad Hasan Albanna;377227569;9,56503E+17;/AlbannaMH/status/956503219819053056;25/01/18 12.25;1516883113;Blok aku juga dong @UMMcampus;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Blok aku juga dong <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""154072765"" dir=""ltr"" href=""/UMMcampus""><s>@</s><b><strong>UMMcampus</strong></b></a></p>";[];[];FALSE;[];;0;0;0;FALSE;TRUE;9,56502E+17;[{'screen_name': 'mr_hidayatulloh', 'user_id': '300721009'}, {'screen_name': 'ra_hidayatulloh', 'user_id': '944924014971052033'}, {'screen_name': 'UMMcampus', 'user_id': '154072765'}]
;;;;;;;;;;;;;;;;;;;;
mr_hidayatulloh;m rahmat h;300721009;9,56502E+17;/mr_hidayatulloh/status/956502294681460737;25/01/18 12.21;1516882892;Ternyata, akun saya masih di blok sama @UMMcampus wkwkwkwk.. gut lag.. pic.twitter.com/PhNWzOuyYk;"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Ternyata, akun saya masih di blok sama <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""154072765"" dir=""ltr"" href=""/UMMcampus""><s>@</s><b><strong>UMMcampus</strong></b></a> wkwkwkwk.. gut lag.. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/PhNWzOuyYk"">pic.twitter.com/PhNWzOuyYk</a></p>";[];[];TRUE;['https://pbs.twimg.com/media/DUYtvJ3V4AExBSF.jpg'];;0;0;4;TRUE;FALSE;;[]
;;;;;;;;;;;;;;;;;;;;
UMMcampus;Universitas Muhammadiyah Malang | UMM;154072765;9,56381E+17;/UMMcampus/status/956380877654712322;25/01/18 04.19;1516853944;"Prodi Kehutanan UMM menjadi satu-satunya PTS penerima mandat perintis PSPPI. Sebagai penanda mandat ini, tiga akademisi Kehutanan UMM dikukuhkan menjadi IPM dan IPU oleh Dr. Ir. A. Hermanto Dardak MSc., IPU, selaku Ketua Pengurus PII, Senin (22/1) di Jakarta.

#UMMCampuspic.twitter.com/2WA1da8Pg1";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Prodi Kehutanan UMM menjadi satu-satunya PTS penerima mandat perintis PSPPI. Sebagai penanda mandat ini, tiga akademisi Kehutanan UMM dikukuhkan menjadi IPM dan IPU oleh Dr. Ir. A. Hermanto Dardak MSc., IPU, selaku Ketua Pengurus PII, Senin (22/1) di Jakarta.

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/UMMCampus?src=hash""><s>#</s><b>UMMCampus</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/2WA1da8Pg1"">pic.twitter.com/2WA1da8Pg1</a></p>";[];['UMMCampuspic'];TRUE;['https://pbs.twimg.com/media/DUW9r3FVoAIrHLL.jpg'];;4;2;1;TRUE;FALSE;;[]
;;;;;;;;;;;;;;;;;;;;
BUHCPB;BUHC PB;217715165;9,56021E+17;/BUHCPB/status/956020526446731265;24/01/18 04.27;1516768030;"@UMMcampus #Loker CHAROEN POKPHAND : Drh/calonDrh; D3/S1 Peternakan/TekListrik/TekElektroArus Kuat. CV + lamaran kerja ke : aplikasi.rc@cp.co.id (max 1MB).";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""154072765"" dir=""ltr"" href=""/UMMcampus""><s>@</s><b><strong>UMMcampus</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Loker?src=hash""><s>#</s><b>Loker</b></a> CHAROEN POKPHAND : Drh/calonDrh; D3/S1 Peternakan/TekListrik/TekElektroArus Kuat. CV + lamaran kerja ke : aplikasi.rc@cp.co.id (max 1MB).</p>";[];['Loker'];FALSE;[];;0;0;0;FALSE;FALSE;;[]
;;;;;;;;;;;;;;;;;;;;
